label,text,feat_char_count,feat_word_count,feat_sentence_count,feat_avg_word_length,feat_contains_bangla,feat_bangla_ratio,feat_contains_english,feat_is_code_mixed,feat_has_url,feat_url_count,feat_has_url_shortener,feat_has_phone,feat_phone_count,feat_urgency_word_count,feat_has_urgency,feat_scam_indicator_count,feat_has_scam_indicator,feat_action_word_count,feat_has_action,feat_exclamation_count,feat_question_count,feat_all_caps_words,feat_digit_count,feat_digit_ratio,feat_mentions_bkash,feat_mentions_nagad,feat_mentions_rocket,feat_mentions_dbbl,feat_mentions_otp,feat_mentions_pin,feat_has_spelling_error,feat_readability_score
smish,Good Afternoon!! আমি HYPE <LOCATION> (RB DIGITAL LIMITED) থেকে মার্কেটিং ম্যানেজার মিথিলা আমাদের কোম্পানির একটি ক্যাম্পিং চলছে সেখানে আপনি জয়েন করে বাড়িতে বসেই আয় করতে পারেন,176,26,2,5.8076923076923075,True,1.0297029702970297,True,True,False,0,False,False,0,1,True,0,False,0,False,2,0,5,0,0.0,False,False,False,False,False,False,False,0
promo,"শেখ হাসিনা সরকারের সাফল্য: 
২০০৬ সালে সরকারি ওয়েবসাইট ছিল মাত্র ৯৮টি। ২০২৩ সালে তা বেড়ে দাঁড়িয়েছে ৫২ হাজার ২০০টি।",113,19,2,4.947368421052632,True,2.022222222222222,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,15,0.13274336283185842,False,False,False,False,False,False,False,0
smish,"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
<URL> 
অফিসিয়াল এডমিন👆",109,19,1,4.7368421052631575,True,1.4035087719298245,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,আমি আমার জীবনের প্রধান আমাদের সঙ্গে সময় কাটাতে চাই।,52,9,1,4.888888888888889,True,1.5357142857142858,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,তোমার প্রতিভা অসাধারণ।,22,3,1,6.666666666666667,True,1.5833333333333333,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: <URL>",52,8,3,5.625,True,2.1875,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,13,0.25,False,False,False,False,False,False,False,0
promo,ফ্রি ডেলিভারি সব অর্ডারে। সীমিত সময়ের জন্য।,44,7,2,5.428571428571429,True,1.6363636363636365,False,False,False,0,False,False,0,1,True,1,True,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,"Dear Customer,

২৩-০২-২০২০ তারিখে কার্ড XX দিয়ে Rs.8990 লেনদেন হয়েছে K Enterprice ds POS/ECOM থেকে। লেনদেন নম্বর পাওয়া যায়নি। যদি এটি আপনার দ্বারা না হয়ে থাকে, তবে <PERSON> মোবাইল নম্বর থেকে <PHONE_NUMBER> এ এসএমএস প্রেরণ করুন।",232,36,4,5.444444444444445,True,0.9920634920634921,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,4,12,0.05172413793103448,False,False,False,False,False,False,False,0
normal,আমি একটি প্রতিষ্ঠানের সঙ্গে যে মূল্য আছে তার দৃশ্যটি অন্যদিকের সাথে একটি দৃশ্য আছে।,83,14,1,5.0,True,1.6046511627906976,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,শুভ সন্ধ্যা!,12,2,1,5.5,True,1.6666666666666667,False,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
promo,"“মুগদা, সবুজবাগ, <PERSON>, <PERSON>, রামপুরা, মতিঝিল, পল্টন, <LOCATION>, <LOCATION> থানার ই-পাসপোর্ট সেবা আগামী ০৭ মে <DATE_TIME> <LOCATION> থেকে আঞ্চলিক পাসপোর্ট অফিস, ঢাকা পূর্ব (আফতাবনগর) হতে দেওয়া হবে""।",206,27,1,6.666666666666667,True,0.9557522123893806,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,6,2,0.009708737864077669,False,False,False,False,False,False,False,0
promo,"১২৫৳ ক্যাশব্যাকে সেরা অফার <PERSON>, ৩০দিন: <URL>",49,7,1,6.142857142857143,True,1.2727272727272727,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,2,5,0.10204081632653061,False,False,False,False,False,False,False,0
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: <URL>,61,9,1,5.888888888888889,True,1.46875,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,"তুমি অনেক শক্তিশালী, সাহস রেখো।",31,5,1,5.4,True,1.6666666666666667,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,"সময় নাই, <DATE_TIME> এই নাম্বারে বিকাশ করুন।",44,7,1,5.428571428571429,True,1.0,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,0,0.0,True,False,False,False,False,False,False,0
smish,আপনার অ্যাকাউন্টে সন্দেহজনক কার্যকলাপ হয়েছে। <PERSON>: [<URL>,62,7,2,8.0,True,1.1428571428571428,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,2,0,0.0,False,False,False,False,False,False,False,0
smish,শাকিবের সাথে ফ্রি ম্যাচ টিকিট জিততে ক্রিকেটে বাজি ধরুন! শুরু করুন: <URL>,72,12,2,5.083333333333333,True,1.588235294117647,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,"প্রিয় xxx, অভিনন্দন! আপনার <PERSON> রিজিউম যাচাই করার পরে, <PERSON> আনন্দের সাথে একটি চাকরির প্রস্তাব দিচ্ছি। আপনার গ্রহণযোগ্যতা দিয়ে এই ইমেলটির উত্তর দিন এবং বেতন জমা দেওয়ার জন্য আপনার ব্যাংকের বিবরণ প্রদান করুন।",216,33,3,5.575757575757576,True,1.3114754098360655,True,True,False,0,False,False,0,0,False,0,False,0,False,1,0,2,0,0.0,False,False,False,False,False,False,False,0
normal,"তুমি একা নও, আমি আছি।",21,5,1,3.4,True,1.5,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,তুমি কি জিমে যাচ্ছো?,20,4,1,4.25,True,2.0,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
promo,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি., ৩০দিন: <URL>",53,9,3,5.0,True,2.1875,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,13,0.24528301886792453,False,False,False,False,False,False,False,0
promo,"আড্ডা+ইন্টারনেটিংয়ে <PERSON>,৩০দিন <URL>",41,3,1,13.0,True,1.1428571428571428,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,2,0.04878048780487805,False,False,False,False,False,False,False,0
smish,"জনতা ব্যাংক থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>",85,13,2,5.615384615384615,True,1.6666666666666667,True,True,False,0,False,False,0,0,False,1,True,1,True,1,0,1,4,0.047058823529411764,False,False,False,False,False,False,False,0
smish,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র <LOCATION> পারবেন 👈",230,37,3,5.243243243243243,True,1.2695652173913043,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,8,0.034782608695652174,False,False,False,False,False,False,False,0
smish,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত কল করুন: <PHONE_NUMBER>",58,9,1,5.555555555555555,True,1.0303030303030303,True,True,False,0,False,False,0,1,True,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
promo,"২০০৳ <NRP> শুধু আজকের জন্য- ৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন: <URL>",59,7,1,7.571428571428571,True,1.9,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,14,0.23728813559322035,False,False,False,False,False,False,False,0
smish,"প্রিয় গ্রাহক, আপনার সিটি ব্যাংক ক্রেডিট <DATE_TIME> আপডেট করা প্রয়োজন। দয়া করে আপনার তথ্য নিশ্চিত করতে 018XXXXXXXX নম্বরে কল করুন।",133,20,2,5.7,True,1.2027027027027026,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,2,3,0.022556390977443608,False,False,False,False,False,False,False,0
smish,বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: <PHONE_NUMBER>,58,8,2,6.375,True,1.1290322580645162,True,True,False,0,False,False,0,1,True,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,অভিনন্দন! আপনি Radisson Blu-তে দুজনের জন্য একটি বিনামূল্যের ডিনার জিতেছেন। আপনার টেবিল বুক করতে কল করুন 017XXXXXXXX।,116,17,3,5.882352941176471,True,1.0724637681159421,True,True,False,0,False,False,0,0,False,0,False,1,True,1,0,1,3,0.02586206896551724,False,False,False,False,False,False,False,0
smish,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: <URL>,75,12,2,5.333333333333333,True,1.425,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
promo,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: <URL>",59,6,3,9.0,True,2.388888888888889,True,True,False,0,False,False,0,0,False,0,False,0,False,1,0,1,13,0.22033898305084745,False,False,False,False,False,False,False,0
normal,আমার জন্য কোনো নতুন খবর আছে?,28,6,1,3.8333333333333335,True,1.375,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
normal,"শুভ রাত্রি, ভালো থেকো!",22,4,1,4.75,True,1.8888888888888888,False,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: <URL>,61,9,1,5.888888888888889,True,1.46875,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. <PHONE_NUMBER>,89,13,3,5.923076923076923,True,1.22,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,আশা করি তোমার সমস্ত ইচ্ছা পূরণ হোক!,35,7,1,4.142857142857143,True,1.4736842105263157,False,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,তুমি কি একটা চা পাবে?,21,5,1,3.4,True,1.7777777777777777,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
smish,আপনার ডেবিট কার্ডের পিন রিসেট করতে কল করুন <PHONE_NUMBER>,57,9,1,5.444444444444445,True,1.0,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
promo,"৳৩০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল-২২জিবি@৳১৬৭,৭দিন <URL>",58,6,1,8.833333333333334,True,2.0,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,8,0.13793103448275862,False,False,False,False,False,False,False,0
smish,"আজই বেটিং শুরু করুন এবং <DATE_TIME>,০০০ টাকা <NRP> জিতুন। যোগ দিন: <URL>",72,12,2,5.083333333333333,True,1.0571428571428572,True,True,False,0,False,False,0,1,True,0,False,0,False,0,0,3,3,0.041666666666666664,False,False,False,False,False,False,False,0
promo,বোনাস সহ ১জিবি-৩০টাকা-৩দিন। ডায়াল *১২১*৫২১৫# বা <LOCATION>,58,7,2,7.428571428571429,True,1.565217391304348,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,11,0.1896551724137931,False,False,False,False,False,False,False,0
smish,বিটকয়েন নিয়ে বিশেষ অফার! <PERSON>,35,5,2,6.2,True,1.1578947368421053,True,True,False,0,False,False,0,1,True,1,True,0,False,1,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,"আড়ং দিচ্ছে ঈদ উপলক্ষে বিশাল অফার ক্লিক করুন 
<URL>",50,9,1,4.555555555555555,True,1.3333333333333333,True,True,False,0,False,False,0,0,False,1,True,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,"আজ বিশেষ দিন, আমি <PERSON> বসে আছি।",35,7,1,4.142857142857143,True,1.0,True,True,False,0,False,False,0,1,True,0,False,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
promo,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে <PERSON>, ৩০দিন <URL>",49,6,1,7.333333333333333,True,1.3181818181818181,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,5,0.10204081632653061,False,False,False,False,False,False,False,0
smish,নতুন সিম নিন এবং বিনামূল্যে ৫০GB ইন্টারনেট পান! ক্লিক করুন: <URL>,65,11,2,5.0,True,1.393939393939394,True,True,False,0,False,False,0,0,False,0,False,1,True,1,0,2,2,0.03076923076923077,False,False,False,False,False,False,False,0
smish,অনলাইনে সার্চ দিন  প্রিয় কেসিনো <PERSON> নিন হাজার হাজার বোনাস মাত্র কয়েক ঘন্টায়।,81,13,1,5.230769230769231,True,1.372093023255814,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,তুমি কি শপিংয়ে গেছো?,21,4,1,4.5,True,2.125,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
smish,"আপনার মৌলিক স্থায়ীত্বের মধ্যে ক্যামব্রিজ ইউনিভার্সিটি <DATE_TIME>! পড়ার স্বপ্ন পূরণ করতে আজই যোগাযোগ করুন - <PHONE_NUMBER>""",125,16,2,6.875,True,1.1549295774647887,True,True,False,0,False,False,0,1,True,0,False,0,False,1,0,2,0,0.0,False,False,False,False,False,False,False,0
promo,"ইন্টারনেটিংয়ে পকেট সেভিং, নাও ১০জিবি@৳১৫৮, ৭দিন: <URL>",55,7,1,7.0,True,1.9047619047619047,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,6,0.10909090909090909,False,False,False,False,False,False,False,0
promo,"১৮ মে আন্তর্জাতিক জাদুঘর দিবস। এবারের প্রতিপাদ্য : ""জাদুঘর, স্থায়িত্ব ও সমৃদ্ধি ""। এ উপলক্ষ্যে বাংলাদেশ জাতীয় জাদুঘরের দিনব্যাপী আয়োজনে আপনি সাদরে আমন্ত্রিত। ",158,23,3,5.869565217391305,True,1.620253164556962,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,2,0.012658227848101266,False,False,False,False,False,False,False,0
promo,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে <PERSON>, ৩০দিন <URL>",49,6,1,7.333333333333333,True,1.3181818181818181,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,5,0.10204081632653061,False,False,False,False,False,False,False,0
normal,বাড়ির পাশে একটি মেজবান রাখা হয়।,33,6,1,4.666666666666667,True,1.6875,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
promo,"সিস্টেমের উন্নয়নের জন্য ৮মে রাত ১১:৫৯ থেকে ৯মে সকাল ৬টা পর্যন্ত নগদ,<LOCATION>,এসএসএল কমার্স সহ কিছু ডিজিটাল চ্যানেল দিয়ে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ থেকে রিচার্জ করা যাবে।",196,31,2,5.354838709677419,True,1.4803921568627452,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,7,0.03571428571428571,False,True,False,False,False,False,False,0
smish,৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। <URL>,49,7,5,6.142857142857143,True,2.0,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,9,0.1836734693877551,False,False,False,False,False,False,False,0
normal,তোমার পরিশ্রম সার্থক হবে।,25,4,1,5.5,True,1.5,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
normal,আমাকে কল দিন <PHONE_NUMBER> এই নাম্বারে,39,6,1,5.666666666666667,True,0.8333333333333334,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,আপনার ব্যাংক অ্যাকাউন্টের পাসওয়ার্ড পরিবর্তন করুন। অনুগ্রহ করে এখানে ক্লিক করুন: <URL>,87,12,2,6.333333333333333,True,1.4375,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,আপনার ডেবিট কার্ডের <PERSON> এখানে ক্লিক করুন: [<URL>,53,8,1,5.75,True,1.0689655172413792,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,2,0,0.0,False,False,False,False,False,False,False,0
smish,"আপনার হাতে যদি ডেইলি 3-4 ঘন্টা সময় ফ্রি থাকে তাহলে যানাবেন। আশা করি খুব ভালো একটা কাজের সন্ধান <LOCATION> পারবো। 
 ইনবক্স করেন",126,22,3,4.681818181818182,True,1.353846153846154,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,2,0.015873015873015872,False,False,False,False,False,False,False,0
smish,"এখনই খেলুন এবং জিতে <DATE_TIME> ১০টি Xiaomi স্মার্টফোন! দ্রুত করুন, ক্লিক: <PERSON>",83,12,2,6.0,True,0.9361702127659575,True,True,False,0,False,False,0,1,True,0,False,1,True,1,0,2,2,0.024096385542168676,False,False,False,False,False,False,False,0
normal,শুভ নববর্ষের অভিনন্দন!,22,3,1,6.666666666666667,True,1.3571428571428572,False,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,নগদ অ্যাকাউন্টে ত্রুটি <PERSON>। কল করুন: <PHONE_NUMBER>,56,7,2,7.142857142857143,True,0.7647058823529411,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,2,0,0.0,False,True,False,False,False,False,False,0
promo,<PERSON>: সব বইয়ে ১৫% ছাড়। <PERSON> না করে এখনই অর্ডার করুন।,62,11,2,4.7272727272727275,True,0.9696969696969697,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,2,0.03225806451612903,False,False,False,False,False,False,False,0
smish,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : <URL>,50,8,3,5.375,True,1.08,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,4,0.08,False,False,False,False,False,False,False,0
normal,আশা করি তোমার জীবন সমৃদ্ধ <LOCATION>!,37,6,1,5.333333333333333,True,0.9545454545454546,True,True,False,0,False,False,0,0,False,0,False,0,False,1,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,"১,<DATE_TIME>,<DATE_TIME> বিনিয়োগে ২,<DATE_TIME>,০০০ টাকা পান! কল করুন: <PHONE_NUMBER>",87,8,2,10.0,True,0.5625,True,True,False,0,False,False,0,0,False,0,False,1,True,1,0,3,5,0.05747126436781609,False,False,False,False,False,False,False,0
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! <PERSON> ৩০% ছাড়।,52,8,2,5.625,True,1.2592592592592593,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,2,0.038461538461538464,False,False,False,False,False,False,False,0
smish,বিপিএলে বাজি ধরুন এবং একটি <PERSON>! যোগ দিন: <URL>,51,9,2,4.777777777777778,True,1.037037037037037,True,True,False,0,False,False,0,0,False,0,False,0,False,1,0,2,0,0.0,False,False,False,False,False,False,False,0
promo,বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা <PERSON>,56,7,2,7.142857142857143,True,1.7142857142857142,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,11,0.19642857142857142,False,False,False,False,False,False,False,0
promo,"নগদ থেকে গ্রামীণফোনে ১১৮টাকা রিচার্জে ১১৮টাকা <NRP>! ৬মে, বিকাল ৩টা-সন্ধ্যা ৭টা, মিনিটে ১ম জন। সাথে ৫জিবি, ৭দিন! ডায়াল *১৬৭#",125,19,4,5.631578947368421,True,1.9787234042553192,True,True,False,0,False,False,0,0,False,0,False,0,False,2,0,1,15,0.12,False,True,False,False,False,False,False,0
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।",32,7,1,3.7142857142857144,True,1.7142857142857142,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
promo,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.,51,7,2,6.428571428571429,True,1.36,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,4,0.0784313725490196,False,False,False,False,False,False,False,0
normal,"কষ্ট পেয়ো না, সব ঠিক হয়ে যাবে।",32,7,1,3.7142857142857144,True,1.7142857142857142,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,আপনার মোবাইল রিচার্জ করতে কল করুন: <PHONE_NUMBER>,49,7,1,6.142857142857143,True,0.9032258064516129,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,"🌿 আপনার রেফার লিং👇👇
<URL>
🌷 প্রতি রেফারে পাবেন ৭৫ টাকা Daily Earn Money মানেই আগুন।
🫠 আমাদের Bot থেকে সারা বছর কাজ করতে পারবেন।",127,25,2,4.12,True,1.1384615384615384,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,1,2,0.015748031496062992,False,False,False,False,False,False,False,0
smish,"<URL>
Free income করতে পারবেন। ১মিনিট <PERSON> আর কোন সমস্যা নেই,",66,11,2,5.090909090909091,True,0.7948717948717948,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,2,1,0.015151515151515152,False,False,False,False,False,False,False,0
promo,সেনাবাহিনীতে সৈনিক পদে যোগদানের জন্য ১০ জানুয়ারি ২০২৪ হতে ১৫ ফেব্রুয়ারি ২০২৪ পর্যন্ত আবেদন আহবান করা হচ্ছে। নিয়োগ বিজ্ঞপ্তিতে প্রকাশিত নির্দেশনা অনুযায়ী টেলিটক সিমের মাধ্যমে আবেদন করতে হবে,188,28,2,5.75,True,1.7582417582417582,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,12,0.06382978723404255,False,False,False,False,False,False,False,0
normal,হাই!,4,1,1,4.0,True,1.5,False,False,False,0,False,False,0,0,False,0,False,0,False,1,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,"আপনার বিকাশ অ্যাকাউন্টে BDT 10,000 পর্যন্ত তাৎক্ষণিক ঋণ পান। কোন নথি প্রয়োজন নেই। শুধুমাত্র 018xxxxxxxx এ কল করুন এবং আপনার বিকাশ পিন প্রদান করুন।",147,24,3,5.166666666666667,True,1.2784810126582278,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,8,0.05442176870748299,True,False,False,False,False,False,False,0
smish,বাংলাদেশ ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। কল করুন: <PHONE_NUMBER>,69,10,2,6.0,True,1.1578947368421053,True,True,False,0,False,False,0,1,True,0,False,1,True,0,0,1,0,0.0,False,False,False,False,False,False,False,0
smish,"প্রিয় গ্রাহক, আপনার bKash অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>",102,15,2,5.866666666666666,True,1.510204081632653,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,5,0.049019607843137254,True,False,False,False,False,False,False,0
promo,"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, <URL>",52,5,2,9.6,True,2.1176470588235294,True,True,False,0,False,False,0,0,False,1,True,0,False,0,0,1,13,0.25,False,False,False,False,False,False,False,0
normal,"সব কিছু ঠিক হয়ে যাবে, সাহস রেখো।",33,7,1,3.857142857142857,True,1.6666666666666667,False,False,False,0,False,False,0,0,False,0,False,0,False,0,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,আপনি ৭ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>,64,10,2,5.5,True,1.1142857142857143,True,True,False,0,False,False,0,0,False,0,False,1,True,1,0,1,1,0.015625,False,False,False,False,False,False,False,0
promo,"হটশট <PERSON> ৳১৮! <PERSON> ২২জিবি@৳১৭৯, ৭দিন: <URL>",52,7,2,6.571428571428571,True,0.9130434782608695,True,True,False,0,False,False,0,0,False,0,False,0,False,1,0,3,8,0.15384615384615385,False,False,False,False,False,False,False,0
promo,নতুন গ্রাহকদের জন্য স্পেশাল অফার! <PERSON> ৩০% ছাড়।,52,8,2,5.625,True,1.2592592592592593,True,True,False,0,False,False,0,0,False,1,True,0,False,1,0,1,2,0.038461538461538464,False,False,False,False,False,False,False,0
normal,আপনি কি চিন্তা করছেন?,21,4,1,4.5,True,1.5454545454545454,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
promo,“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,93,13,3,6.230769230769231,True,1.5510204081632653,False,False,False,0,False,False,0,0,False,0,False,1,True,0,0,0,2,0.021505376344086023,False,False,False,False,False,False,False,0
smish,bKash অ্যাকাউন্ট পুনরায় চালু করতে কল করুন: <PHONE_NUMBER>,58,8,1,6.375,True,0.8611111111111112,True,True,False,0,False,False,0,0,False,0,False,1,True,0,0,1,0,0.0,True,False,False,False,False,False,False,0
normal,তোমার সকল ইচ্ছা পূরণ হোক!,25,5,1,4.2,True,1.4285714285714286,False,False,False,0,False,False,0,0,False,0,False,1,True,1,0,0,0,0.0,False,False,False,False,False,False,False,0
smish,মাশরাফির সাথে একান্ত সাক্ষাতের সুযোগ পেতে বিপিএলে বাজি ধরুন। <PERSON> দিন: <URL>,80,12,2,5.75,True,1.3170731707317074,True,True,False,0,False,False,0,0,False,0,False,0,False,0,0,2,0,0.0,False,False,False,False,False,False,False,0
smish,আপনি একটি ফ্রি গিফট কার্ড জিতেছেন! এখানে ক্লিক করে সংগ্রহ করুন: [<URL>,70,12,2,4.916666666666667,True,1.4166666666666667,True,True,False,0,False,False,0,0,False,1,True,1,True,1,0,1,0,0.0,False,False,False,False,False,False,False,0
normal,আমার জন্য কোনো নতুন খবর আছে?,28,6,1,3.8333333333333335,True,1.375,False,False,False,0,False,False,0,0,False,0,False,0,False,0,1,0,0,0.0,False,False,False,False,False,False,False,0
