MSG_ID,SOURCE,TEXT,PRE_LABEL,A1_SATTER,A2_MARWAN,AGREE,GOLD_LABEL,ADJUDICATOR_NOTE
MSG0115,banglabarta,আপনার নম্বরটি পুরস্কার জিতেছে। বিস্তারিত জানতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S3_LotteryPrize,S3_LotteryPrize,YES,S3_LotteryPrize,Annotators agreed
MSG0116,mendeley_financial,Alert: Unusual withdrawal of BDT 4500 from your account. Verify now to avoid loss.,S1_AccountCompromise,S1_AccountCompromise,S5_Impersonation,NO,S1_AccountCompromise,Unusual withdrawal alert asking to verify — credential theft is primary harm.
MSG0117,banglabarta,আপনার মোবাইল ব্যাংকিং অ্যাকাউন্ট আপডেট করতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0118,banglabarta,46টি মাইনিং অ্যাপ থেকে ফ্রিতে ৪৬ লক্ষ টাকা ইনকাম করে নিন-মোবাইল দিয়ে ঘরে বসে,S6_PhishingLink,S4_LoanJob,S6_PhishingLink,NO,S4_LoanJob,46 mining apps free income — investment/job scam. No direct link to credential harvest.
MSG0119,mendeley_financial,Claim your exclusive membership rewards by clicking here. Limited time offer!,S1_AccountCompromise,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0120,mendeley_financial,"Suspicious withdrawal of BDT 25,000 detected. Please verify with <PERSON> now.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0121,mendeley_financial,Your cab driver will arrive in <DATE_TIME>. Please be ready,L0_Ham,L0_Ham,S6_PhishingLink,NO,L0_Ham,Cab driver arriving SMS — legitimate ride service notification.
MSG0122,mendeley_financial,আপনার ব্যাংক অ্যাকাউন্টের বিস্তারিত তথ্য আপডেট করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0123,banglabarta,<PERSON>: সব বইয়ে ১৫% ছাড়। <PERSON> না করে এখনই অর্ডার করুন।,S2_FakePromo,S2_FakePromo,L0_Ham,NO,L0_Ham,Rokomari 15% discount — legitimate e-commerce promotion.
MSG0124,banglabarta,"প্রো-লেভেল ৳১০০ ক্যাশব্যাকে <PERSON>, ৩০দিন <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0125,banglabarta,"হ্যাপি নিউ ইয়ার - ২০২৪
স্মার্ট ব্যাংকিং সেবায় সোনালী ব্যাংক
সর্বদাই আপনার পাশে
মোঃ আফজাল করিম
সিইও এন্ড এমডি",S2_FakePromo,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0126,mendeley_financial,Client sent the 40% advance <DATE_TIME>. Check the bank statement,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0127,banglabarta,"ফ্রি ইনকাম ।কাজ করতে চাইলে লিংক ক্লিক করে  একাউন্ট করেন ।

<URL>auty/<US_BANK_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0128,banglabarta,আপনার ক্রেডিট কার্ড অ্যাকাউন্ট আপডেট করুন। দয়া করে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0129,banglabarta,"⏩নতুন ওয়েবসাইট [PROFITSHOP24]
▶️রেজিষ্ট্রেশন ফি 15 টাকা
▶️ রেজিস্ট্রেশন লিং: ইনবক্স।
🌟 কাজ হলোঃ
ইউটিউবে ভিডিও দেখা,,অথবা ফেসবুকে একটা Page ফলো দিয়ে আপনি 1-3 টাকা ইনকাম করতে পারবেন ।🔥😱
👉মাত্র ৩৫ টাকা হলেই উইথড্র <LOCATION> পারবেন 👈",S6_PhishingLink,S4_LoanJob,S4_LoanJob,YES,S4_LoanJob,Annotators agreed
MSG0130,mendeley_financial,Urgent: Verify your identity to avoid account closure. Click this link now.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0131,banglabarta,আপনার লেনদেনটি সম্পূর্ণ করতে এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0132,mendeley_financial,"Claim your free BDT 5,000 reward now by clicking this link before it expires!",S1_AccountCompromise,S3_LotteryPrize,S3_LotteryPrize,YES,S3_LotteryPrize,Annotators agreed
MSG0133,banglabarta,"৳১০০ <NRP>! ৩০জিবি+৫০০মি. @৳৩৯৯ ৩০দিন,নিয়ে নাও: <URL>",S2_FakePromo,S2_FakePromo,L0_Ham,NO,L0_Ham,Telecom data offer — legitimate promotion.
MSG0134,banglabarta,"আজই ক্যাসিনোতে বাজি ধরুন <DATE_TIME>,০০০ টাকা জেতার সুযোগ পান! এখনই যোগ দিন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0135,banglabarta,আপনার <DATE_TIME> সার্ভিসিং-এর সময়সীমা শেষ হয়ে গেছে। দ্রুত যোগাযোগ করুন <DATE_TIME>।,L0_Ham,L0_Ham,S5_Impersonation,NO,L0_Ham,Servicing reminder — could be legitimate dealer notification; text alone is benign.
MSG0136,banglabarta,"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি.,৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0137,mendeley_financial,অনলাইন ট্রেডিং প্লাটফর্মে যোগ দিয়ে বিনিয়োগ করুন।,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0138,banglabarta,তোমার একটা কথা বলো। তোমার কথা ভালো লাগে।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0139,banglabarta,"<PHONE_NUMBER> এই নাম্বারে কল করুন, জরুরি।",L0_Ham,L0_Ham,S5_Impersonation,NO,L0_Ham,"Urgent call to unknown number — borderline, but text alone too vague to label scam."
MSG0140,banglabarta,"তুমি কি প্রিয় বই পড়ছো? হ্যাঁ, বিখ্যাত বই পড়ি।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0141,mendeley_financial,Your online order is ready. View details here.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0142,banglabarta,মেন্সওয়ার্ল্ড এখন নবরুপে বসুন্ধরা সিটি এপারেল জোনে।লেভেল-৮ ০১৮৯৬০০১৯০৩,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0143,banglabarta,"ঈদ <NRP> ব্রাক ব্যাংক সবার বিকাশ একাউন্টে <DATE_TIME> টাকা করে দিচ্ছে বোনাস হিসাবে। আমি এইমাত্র বিকাশের ওয়েবসাইটে আমার নাম্বার বসিয়ে টাকা নিলাম। আপনি যদি | এখনো না পেয়ে থাকেন তাহলে নিচের লিংকে ঢুকে আপনার বিকাশ নম্বর দিন আর সাথে সাথে পেয়ে যাবেন ১০০০ টাকা।
লিংকঃ <URL>",S6_PhishingLink,S2_FakePromo,S4_LoanJob,NO,S2_FakePromo,Eid bKash bonus offer — fake promotional scam using Eid context. A1 correct.
MSG0144,app_review_,I dail the pin number on calling screecn when say to dail PIN. But It's not working.,S1_AccountCompromise,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0145,banglabarta,<PERSON> ৫জিবির বেশি ব্যবহার করে পাও ৪৫প/মিন কলরেট- <URL>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0146,mendeley_financial,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call <PHONE_NUMBER>. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,S1_AccountCompromise,S3_LotteryPrize,S3_LotteryPrize,YES,S3_LotteryPrize,Annotators agreed
MSG0147,app_review_,"Pin no দেয়ার পরেও account is not active, error দেখায়😡",S1_AccountCompromise,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0148,banglabarta,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন: <URL>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0149,banglabarta,খণ্ডকালীন জব।বেতন 5000 BDT/দিন।ঘরে বসে কাজ : <URL>,S6_PhishingLink,S4_LoanJob,S4_LoanJob,YES,S4_LoanJob,Annotators agreed
MSG0150,mendeley_financial,bKash: You received 2000 BDT. Click here to confirm your account,S1_AccountCompromise,S6_PhishingLink,S1_AccountCompromise,NO,S6_PhishingLink,"Fake bKash receipt + confirmation link — URL present, S6 by priority rule."
MSG0151,mendeley_financial,Urgent! Confirm your credit card details to avoid suspension.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0152,app_review_,ফালতু অ্যাপ একটা 😡 ওটিপি আসে না। আমার বিপদের সময় এই অ্যাপ থেকে otp জন্য টাকা বের করতে পারিনি 😡😡😡,S1_AccountCompromise,L0_Ham,S1_AccountCompromise,NO,L0_Ham,"Angry app review about OTP failure — genuine technical complaint, not scam."
MSG0153,banglabarta,আপনার অ্যাকাউন্টটি সুরক্ষিত করতে অবিলম্বে লগইন করুন: [<URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0154,banglabarta,আপনি কক্সবাজারে একটি বিনামূল্যের ৭ দিনের ছুটির জন্য নির্বাচিত হয়েছেন। নিশ্চিত করতে 'YES' উত্তর দিন। লিঙ্কে ট্যাপ করুন: <URL>।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0155,banglabarta,প্রাই মিনিটস লেপটপ স্কিমের আওতায় লেপটপের জন্য আবেদন করুন <URL>,S6_PhishingLink,S6_PhishingLink,S2_FakePromo,NO,S6_PhishingLink,PM laptop scheme URL — phishing link is primary mechanism regardless of scheme framing.
MSG0156,app_review_,"What else rocket brought the first financial service in Bangladesh while their rocket app service is the oldest, after opening a Nagad account or bkash account one can update KYC or information from their apps but rocket has no such option in apps, so I hope rocket time In keeping with others, Rocket will also enable KYC or update options from within the app.",S1_AccountCompromise,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0157,banglabarta,আপনার ড্রাইভিং লাইসেন্স আপডেট করতে কল করুন <PHONE_NUMBER>,S6_PhishingLink,S5_Impersonation,S5_Impersonation,YES,S5_Impersonation,Annotators agreed
MSG0158,banglabarta,বোনাস সহ ৩জিবি-৬০টাকা-৩দিন। ডায়াল *১২১*৫৬৯৯# বা <LOCATION>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0159,mendeley_financial,Secure your future with our pension plan. Enroll <DATE_TIME>!,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0160,banglabarta,"সোনালী ব্যাংক অ্যাকাউন্টে ১০,০০০ টাকা জমা হয়েছে। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0161,app_review_,Very bad....it’s too long for otp....after 1 hour i Didn't get any otp....if i cant create an account then what's the use of this app😡😡😡,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0162,banglabarta,"আপনরা চাকরীর আবেদনা
মঞ্জুরা হায়েছে এবাম
বেটানা প্রতিদিন 3000 টাকা। যোগযোগের তাথ্য: <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0163,banglabarta,তুমি কি শহরে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0164,banglabarta,"নগদ অ্যাকাউন্ট থেকে ৫,০০০ টাকা পুরস্কার জিতেছেন! বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0165,banglabarta,মাশরাফির সাথে ফ্রি ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। শুরু করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0166,app_review_,I'm having serious trouble with OTP code.The verification system is absolutely diabolical. Rubbish,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0167,banglabarta,আমি নিজের প্রেমের মধ্যে আছি বলতে <LOCATION>।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0168,banglabarta,আজ বেলায় <PERSON> স্কুলে গিয়েছিলাম।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0169,banglabarta,বিটিআরসি'র ডাটাবেজে হ্যান্ডসেটটি নিবন্ধিত নয়। হ্যান্ডসেটটি স্বয়ংক্রিয়ভাবে নিবন্ধন করা হবে।,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0170,banglabarta,"আপনার জমি বিক্রির টাকা জমা হয়েছে, কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0171,banglabarta,"আকর্ষণীয় চাকরি এবং পড়াশোনা, মাসিক বেতন 2 লাখ+ এবং পিআর সুযোগ @ দক্ষিণ কোরিয়া।
বিনামূল্যে শিক্ষাদান এবং বাসস্থান.
<PHONE_NUMBER>
<PHONE_NUMBER>
<PHONE_NUMBER>
<DATE_TIME>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0172,banglabarta,"এড ফি লাগবে না। 🎁🎁
প্রতিদিন  $ 1 থেকে  $2 ডলার  ইনকাম করতে পারবেন এছাড়াও আরো ইনকাম আছে যদি কেউ করতে চান ইনবক্সে মেসেজ দেন।",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0173,banglabarta,এটা সালিমের নাম্বার ওকে কল দিস আসার সময় <PHONE_NUMBER>,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0174,banglabarta,"আপনি চাইলে ঘরে বসে মোবাইলে থেকেই অনলাইনে ইনকাম করতে পারেন এবং পার্টটাইম এবং ফুলটাইম দুটোই করতে পারেন। যেখান থেকে দিনে আপনি ১০০০ থেকে ২০০০ টাকা সহজেই ইনকাম করতে পারবেন।

বিস্তারিত জানতে যোগাযোগ করুন এই নাম্বারে

<PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0175,banglabarta,রমজান উপহার <URL> 43,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0176,banglabarta,ফুটবলে বাজি ধরুন এবং একটি <PERSON>! এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0177,banglabarta,ইংলিশ প্রিমিয়ার লিগে বাজি ধরুন এবং একটি ফ্রি হোটেল বুকিং জিতুন। এখানে ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0178,banglabarta,আজকের মিটিং কেমন ছিল?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0179,mendeley_financial,"Immediate payment required for customs clearance. Pay BDT 5,000 now.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0180,app_review_,Can't read the OTP for some reason,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0181,banglabarta,"বিলম্বে আপনার টাকা পাবেন না, দ্রুত কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0182,banglabarta,আপনি কি করতে পারেন?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0183,banglabarta,১০০৳ ক্যাশব্যাক শেষ দিন! ৩১জিবি+৪৫০মি.@ ৩৯৯৳ ৩০দিন: <URL>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0184,mendeley_financial,Your BDT 4000 electricity bill has been paid. Thank you for your payment.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0185,banglabarta,২০০৳ সেইই ক্যাশব্যাক! নাও ৬০জিবি+১০০০মিনিট@৬৯৯৳ ৩০দিন: <URL>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0186,banglabarta,দুপুরে একটি ব্রাউন করতে গিয়েছি।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0187,banglabarta,মাশরাফির সাথে ডিনার করার সুযোগ পেতে ক্যাসিনোতে বাজি ধরুন। ক্লিক করুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0188,mendeley_financial,PayPal alert: Unverified login attempt blocked. Recover account before suspension,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0189,banglabarta,বৃষ্টি না থাকলে খুব গরম হয়।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0190,mendeley_financial,"আপনার ডেবিট কার্ডের সীমা শেষ হতে যাচ্ছে, আরও তথ্যের জন্য কল করুন।",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0191,mendeley_financial,আপনার বিদ্যুতের বিল ৩১৫০ টাকা সফলভাবে পরিশোধ হয়েছে। ধন্যবাদ।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0192,banglabarta,আমি এখন কি বলতে <LOCATION> না।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0193,banglabarta,আজই ক্যাসিনোতে বাজি ধরুন এবং একটি ফ্রি ট্রিপ জিতুন! যোগ দিন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0194,banglabarta,DXN মাল্টিনেশনাল কোম্পানি দিচ্ছে ভাতাসহ উচ্চবেতনে চাকরির সুযোগ। জরুরি যোগাযোগ করুন <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0195,mendeley_financial,Please ignore any unknown messages pretending to be your bank.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0196,mendeley_financial,আধার কার্ড হারিয়ে গেলে কি করবেন? আজই যোগাযোগ করুন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0197,banglabarta,"মাসে ২০ থেকে ৩০ হাজার ইনকাম করতে পারবেন 🌺
যোগাযোগ নাম্বার <PHONE_NUMBER> 💢",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0198,banglabarta,বাংলাদেশ ব্যাংক অ্যাকাউন্ট আপডেট করতে কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0199,banglabarta,আপনার ক্রেডিট কার্ড সাময়িকভাবে লক করা হয়েছে। কার্ড সার্ভিস লাইন কল করুন. <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0200,mendeley_financial,Click here to reset your banking password.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0201,banglabarta,"৪৯৯ টাকায় জিতুন ১ লাখ টাকা, বিস্তারিত <URL>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0202,banglabarta,"১,<DATE_TIME>,<DATE_TIME> বিনিয়োগে ৩,<DATE_TIME>,০০০ টাকা পান! কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0203,banglabarta,অফার: সব ইলেকট্রনিক্সে ১০% ক্যাশব্যাক। কোড: ELEC10.,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0204,banglabarta,"পূর্বাচল ৩০নং <PERSON> সংলগ্ন ভরাট চলমান প্লট! কাঠা ১.৬ লক্ষ
<DATE_TIME>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0205,banglabarta,জনতা ব্যাংক অ্যাকাউন্টে সমস্যা হয়েছে। কল করুন: <PHONE_NUMBER>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0206,mendeley_financial,আপনার পেমেন্ট পরবর্তী সপ্তাহে কাটা হবে না! দ্রুত কার্যক্রম নিন।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0207,banglabarta,তুমি কি ক্যাফেতে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0208,banglabarta,"হটশট <NRP> ৳২০! হটস্পট ডিলে ২২জিবি@৳১৭৭, ৭দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0209,banglabarta,তুমি কি খেলা দেখছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0210,banglabarta,"ক্যাশব্যাকে সেঞ্চুরি ৳১০০! ৫৫জিবি @৳৩৯৮,৩০দিন: <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0211,banglabarta,আজকে কি শপিং করতে যাবে?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0212,banglabarta,"স্পেশাল ডিল শেষ দিন,৩০জিবি @৩০০৳,৩০দিন! আজই নাও- <URL>",S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0213,banglabarta,"এমন দু’টি নিয়ামত আছে, যে দু’টোতে অধিকাংশ মানুষ ক্ষতিগ্রস্ত। তা <PERSON>, সুস্থতা আর অবসর। - [মুহাম্মাদ (সা)]",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0214,banglabarta,শাকিবের সাথে একদিন কাটানোর সুযোগ পেতে আজই আইপিএলে বাজি ধরুন। <PERSON>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0215,banglabarta,ভাইয়া ভর্তির জন্য কি বাবার আয়ের সনদ দিতেই হয়??  বলবেন <LOCATION>,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0216,app_review_,Can't enter the pin after last update.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0217,app_review_,OTP got expired even submitted in second! And still the same after update,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0218,banglabarta,আমি একটি <PERSON> কাজ শুরু করতে চাই।,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0219,mendeley_financial,Your mobile recharge of 20 taka is successful. Thank you for your payment.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0220,mendeley_financial,Do not share your bank details with anyone.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0221,banglabarta,◆ তেমন যোগ‍্যতা থাকলে অনলাইনে পড়িয়ে রোজগার করা যায়। এইজন‍্য User-10381381741225860264 মহাশয়ের সাথে যোগাযোগ করতে পারেন।,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0222,banglabarta,"ক্যারিয়ার প্ল্যানিং এ সহায়তা নিন! আপনার জন্য আদর্শ কর্মস্থল নির্বাচন করুন এবং সঠিক কৌশল পরিকল্পনা করুন। প্রফেশনাল সহায়তা পান - <PHONE_NUMBER>""",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0223,banglabarta,বড়দিনের শুভেচ্ছা। থাকছে ২৫% ছাড় ৩১ ডিসেম্বর পর্যন্ত । <PHONE_NUMBER>,S2_FakePromo,S2_FakePromo,S2_FakePromo,YES,S2_FakePromo,Annotators agreed
MSG0224,mendeley_financial,Warning: Suspicious transaction detected. Verify your identity immediately.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0225,banglabarta,"কষ্ট পেয়ো না, <DATE_TIME> তোমার সাথে আছি।",L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0226,banglabarta,"বিনিয়োগে দ্বিগুণ লাভ, কল করুন: <PHONE_NUMBER>",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0227,mendeley_financial,Claim your cashback by logging into your account with this link.,S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0228,banglabarta,তুমি কি পার্টিতে যাচ্ছো?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0229,banglabarta,"আপনার মৌলিক স্থায়ীত্বের মধ্যে ক্যামব্রিজ ইউনিভার্সিটি <DATE_TIME>! পড়ার স্বপ্ন পূরণ করতে আজই যোগাযোগ করুন - <PHONE_NUMBER>""",S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
MSG0230,app_review_,"Terrible experience. Couldn't log into the app. Automated OTP detection doesn’t work, and no way to input it manually either. An app of this magnitude should be well maintained.",S1_AccountCompromise,S1_AccountCompromise,S1_AccountCompromise,YES,S1_AccountCompromise,Annotators agreed
MSG0231,mendeley_financial,Your parcel has been dispatched. Track with tracking number XYZ123.,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0232,banglabarta,তোমার প্রিয় খাবার কি?,L0_Ham,L0_Ham,L0_Ham,YES,L0_Ham,Annotators agreed
MSG0233,banglabarta,আইপিএল স্পেশাল অফার! আজই বেটিং শুরু করুন এবং একটি ফ্রি স্মার্টফোন জিতুন: <URL>,S6_PhishingLink,S6_PhishingLink,S6_PhishingLink,YES,S6_PhishingLink,Annotators agreed
