text,label,source
"উপবৃত্তির 4200 টাকার জন্য
যোগাযোগ করুন: <PHONE_NUMBER>
শিক্ষা বোর্ড",L0_Ham,banglabarta
"রাগ করে কখনো ভালোবাসার <PERSON> <LOCATION> নেই। রাগ কড়ে বেশি অবহেলা করতে নেই, ভালোবাসার মানুষকে। <PERSON> জীবনের সবচেয়ে দামী জিনিস, ভালোবাসার মানুষকে হারাতে হয়।",L0_Ham,banglabarta
আজ কেমন লাগছে তোমাকে? ঠিক আছি। আপনার কেমন লাগছে?,L0_Ham,banglabarta
আপনার গাড়ির ইন্সুরেন্স নবায়ন করতে কল করুন <PHONE_NUMBER>,L0_Ham,banglabarta
আজকের পরিকল্পনা কি?,L0_Ham,banglabarta
কি খবর?,L0_Ham,banglabarta
বিকাশে ৫০০০ টাকা ডিপোজিট করলে ১০০০ টাকা বোনাস! আজই সুযোগ নিন।,S2_FakePromo,banglabarta
"আপনার পাওনা ৫০০০/- টাকা, জলদি পরিশোধ করুন।",L0_Ham,banglabarta
বোনাস সহ ২জিবি-৪৫টাকা-৩দিন। ডায়াল *১২১*৫৫৩৪# বা <LOCATION>,S2_FakePromo,banglabarta
"১৫০৳ ক্যাশব্যাকে নাও ডাটা মিক্সার ৮০জিবি@৳৬৯৯,৩০দিন: <LOCATION>",S2_FakePromo,banglabarta
"সর্বকালের সর্বশ্রেষ্ঠ বাঙালি জাতির পিতা বঙ্গবন্ধু <DATE_TIME> রহমান এর ৪৭তম শাহাদত বার্ষিকীতে বিনম্র শ্রদ্ধা""-ডাক ও টেলিযোগাযোগ বিভাগ।",S2_FakePromo,banglabarta
"কি খবর, হাই?",L0_Ham,banglabarta
পাখিরা গাছে খুব সুন্দর গান গায়।,L0_Ham,banglabarta
হ্যালো!,L0_Ham,banglabarta
ভ্রমণ প্যাকেজে ২০% ছাড়! বুকিং করতে আজই যোগাযোগ করুন।,S2_FakePromo,banglabarta
আপনার ক্রেডিট <DATE_TIME> ব্লক করা হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
"২০০ টাকা বিনামূল্যে বোনাস!
৫০০০টাকা জেতার সুযোগ।
<URL>",S6_PhishingLink,banglabarta
আমি যেন তোমার কাছে কিছু বলতে পারি।,L0_Ham,banglabarta
অভিনন্দন! আপনি ১ কোটি টাকা লটারি জিতেছেন। আপনার পুরস্কার সংগ্রহ করতে আমাদের সাথে যোগাযোগ করুন। যোগাযোগ:<PHONE_NUMBER>,S3_LotteryPrize,banglabarta
আপনি ৬ ভরি সোনা জিতেছেন! বিস্তারিত জানতে কল করুন: <PHONE_NUMBER>,S3_LotteryPrize,banglabarta
"প্রিয় শিক্ষার্থী! Coronavirus এর কারণে তোমাদের উপবৃত্তির ৪,২০০ টাকা দেওয়া হচ্ছে। টাকা গ্রহনের জন্য নিম্নোক্ত শিক্ষাবোর্ডের নম্বরে যোগাযোগ করুন।
মোবাঃ <DATE_TIME>,
যোগাযোগের সময় সকাল 10 টা রাত <DATE_TIME> টা পযন্ত বি:দ্র: একটা বিকাশ নাম্বার নিয়ে ফোন <LOCATION> হবে",L0_Ham,banglabarta
"""অভিনন্দন! আপ্নি পাসেন"" ""বিকাশ"""" & BRAC""""N.G.O"""" pokko teke """"STUDENT বৃত্তি"""" (টাকা-10,499/) আপনার পরিমাণ আইডি: এখন আপনার প্রার্থী নির্বাচন করুন: Bestarito Janta Call korun office: <DATE_TIME>} ওথোভা""""ঠিক আছে""""লিখা এসএমএস করব? আমড়া আপনের কেচা কল করবো.!""",L0_Ham,banglabarta
"আপনার পেমেন্ট বাকি রয়েছে, <PHONE_NUMBER> টাকা পাঠান।",L0_Ham,banglabarta
<PHONE_NUMBER> এই <LOCATION> জরুরি টাকা পাঠান।,L0_Ham,banglabarta
"নগদ থেকে গ্রামীণফোনে ১১৮টাকা রিচার্জে ১১৮টাকা <NRP>! ৬মে, বিকাল ৩টা-সন্ধ্যা ৭টা, মিনিটে ১ম জন। সাথে ৫জিবি, ৭দিন! ডায়াল *১৬৭#",S2_FakePromo,banglabarta
আপনার গ্যাস বিল বকেয়া রয়েছে। অবিলম্বে পেমেন্ট করুন। কল করুন <PHONE_NUMBER>,L0_Ham,banglabarta
তোমার পাশে একটি পাথুরি আছে। ধন্যবাদ।,L0_Ham,banglabarta
<PERSON> দিন কেমন কাটছে?,L0_Ham,banglabarta
<PHONE_NUMBER> এই নাম্বারে রকেটে টাকা পাঠান।,L0_Ham,banglabarta
কৃষকদের জন্য সরকার দিচ্ছে পঞ্চাশ হাজার টাকা পর্যন্ত ভর্তুকি। ভর্তুকি পেতে এখনই যোগাযোগ করুন <DATE_TIME>,S5_Impersonation,banglabarta
তোমার সকল ইচ্ছা পূরণ হোক!,L0_Ham,banglabarta
"আপনার অ্যাকাউন্টটি অবিলম্বে আপডেট করুন, না হলে এটি বন্ধ হয়ে যাবে। লিঙ্কে ক্লিক করুন: [<URL>",S6_PhishingLink,banglabarta
"Meta pro space কাজ করলে ইনবক্স 
মাত্র ৬ ডলার বাংলা
 ৭৫০ টাকা দিয়ে  একাউন্ট করে লাইফটাইম ইনকাম করুন,  সাথে থাকছে মাসিক বেতন, ৫ লাইন ফ্রী ইনকাম, স্লট ইনকাম, ৩০ জুন এর মধ্যে ১২ ডলার বাংলা <DATE_TIME> টাকা দিয়ে ২ টা প্রোগ্রাম <PERSON> পাচ্ছেন 0.05 bnb এর mps nft ফ্রী অর্থাৎ ২৯ ডলার ফ্রী পাচ্ছেন
বাংলা <DATE_TIME> টাকা| এমন সুযোগ আর পাবেন না, ৩০ জুনের মধ্যে যারা একাউন্ট করবে তারাই পাবে
এমন সুযোগ হাতছাড়া করবেন না
আর বসে না থেকে তাড়াতাড়ি একাউন্ট করে ফেলুন",S4_LoanJob,banglabarta
জনতা ব্যাংক থেকে জরুরি বার্তা। কল করুন: <PHONE_NUMBER>,L0_Ham,banglabarta
* FIFA 2022 কার্টেল বিশ্বকাপ দেখার জন্য সারা বিশ্বের মানুষকে বিনামূল্যে 50<LOCATION> ডেটা দেয়৷* * আই হ্যাভ রিসিভড মাইন।** এটি খুলুন* <URL>,S6_PhishingLink,banglabarta
আপনার ডেবিট কার্ডের <PERSON> এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
দারাজ ১১.১১-তে নগদে ১৫% পর্যন্ত ক্যাশব্যাক + ফ্রি ডেলিভারি। <URL> শর্ত প্রযোজ্য,S2_FakePromo,banglabarta
আপনার পাসওয়ার্ডটি অবিলম্বে পরিবর্তন করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
"তুমি একা নও, আমি আছি।",L0_Ham,banglabarta
"ফ্রী ফেসবুক থেকে ইনকাম করুন ইনবক্স করুন
সততার সাথে কাজ করেন 🥰😍
সাপোর্ট (গ্রুপ এবং বট)
<URL> 
অফিসিয়াল এডমিন👆",S6_PhishingLink,banglabarta
বিপিএলে বাজি ধরুন এবং একটি <PERSON>! যোগ দিন: <URL>,S6_PhishingLink,banglabarta
"৮জিবি(বোনাসসহ) ১২৩টাকা ১৫দিন।ডায়াল *১২১*৫৫৪৮#, <URL>",S2_FakePromo,banglabarta
আশা করি তোমার সফল <LOCATION>!,L0_Ham,banglabarta
"সব ঠিক হয়ে যাবে, চিন্তা কোরো না।",L0_Ham,banglabarta
"প্রিয় গ্রাহক, আপনার কার্ডের নতুন পিন কোড জেনারেট করতে নিচের লিঙ্কে যান এবং পূর্ববর্তী সকল ইনফরমেশন প্রদান করুন, অবশ্যই সঠিক পিন কোডটি শেয়ার করবেন। লিঙ্ক: <URL>",S6_PhishingLink,banglabarta
<LOCATION> প্রতি মিনিট ১৫দিন মেয়াদের কল রেট অফারটি <PERSON> রিচার্জ  করুন।,S2_FakePromo,banglabarta
"৪০৳ চিল ক্যাশব্যাকে ৩৫জিবি+৫০০মি.@৪৫৯৳ ৩০দিন, নাও: <URL>",S2_FakePromo,banglabarta
মোবাইল দিয়ে টাকা ইনকাম করুন! নতুন উপায় 2023 সালের জন্য। বিস্তারিত জানতে যোগ দিন: <URL>,S6_PhishingLink,banglabarta
"সব কিছু ঠিক হয়ে যাবে, ধৈর্য ধরো।",L0_Ham,banglabarta
নগদ অ্যাকাউন্টে ত্রুটি <PERSON>। কল করুন: <PHONE_NUMBER>,L0_Ham,banglabarta
"৪৫৳ <NRP>! ৩১জিবি+৫০০মি.@৪৫৪৳ ৩০দিন, নিয়ে নাও: <URL>",S2_FakePromo,banglabarta
"হ্যালো, আমার নাম ALIYE। <PERSON> করার জন্য দুঃখিত। আমি <URL> এর মানবসম্পদ বিভাগ। আমি কি আপনার কয়েক মিনিট সময় নিতে <LOCATION>?
দুপুর আড়াইটা
আমাদের <PERSON> একটি খণ্ডকালীন চাকরি প্রদান করতে পেরে খুশি যা আপনি আপনার অবসর সময়ে করতে পারেন, তাই আমাদের প্রচুর সংখ্যক সমবায় কর্মী নিয়োগ করতে হবে (কোনও ফি এবং বিনিয়োগ নেই)। এই <NRP> সহজ এবং নমনীয় এবং আপনার বর্তমান চাকরিতে হস্তক্ষেপ করবে না। পরে আপনি দিনে মাত্র 5-10 মিনিটে সহজেই 300-1200TK উপার্জন করতে পারবেন। আপনি কি এই চাকরিতে আগ্রহী?",S6_PhishingLink,banglabarta
আপনার বিনামূল্যে পুরস্কার দাবি করতে এই লিঙ্কটি অনুসরণ করুন: <URL>,S6_PhishingLink,banglabarta
৩০জিবি (বোনাস সহ) ৩০০টাকা ৩০দিন। ডায়াল *১২১*৫২৫৪# বা <PERSON>,S2_FakePromo,banglabarta
শুধু আজকে ৳১০০ ক্যাশব্যাক! ৫০জিবি @৳৩৯৮ ৩০দিন: <URL>,S2_FakePromo,banglabarta
আপনার ফেসবুক অ্যাকাউন্টটি আপডেট করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
SCHOOL PART TIME TEACHER POST APPLY Now. Online selection process. নাম্বারের ভিত্তিতে নির্বাচন করা হবে. <URL> pass <PERSON> and certificate send WhatsApp <PHONE_NUMBER>,S6_PhishingLink,banglabarta
বারোমাসের বন্ধুদের সঙ্গে আড্ডা <LOCATION> যাচ্ছি।,L0_Ham,banglabarta
"১৫০৳ ক্যাশব্যাকে সেরা অফার ৬১জিবি+১০০০মি@ ৳৭৪৯, ৩০দিন: <NRP>",S2_FakePromo,banglabarta
"শুধুমাত্র মাইজিপিতে নতুন সিমের অফার এখন ২জিবি ইন্টারনেট মাত্র ১৭ টাকায়,মেয়াদ ৭দিন(মাসে সর্বোচ্চ একবার)।ভিজিট করুন <URL>",S2_FakePromo,banglabarta
"১০০৳ <NRP>! ৩১জিবি+৪৫০মি.@৩৯৯৳ ৩০দিন, নিয়ে নাও: <URL>",S2_FakePromo,banglabarta
শুভ নববর্ষ!,L0_Ham,banglabarta
"কি খবর, হ্যালো?",L0_Ham,banglabarta
মাত্র ৯৭৳ ৩০দিন বিশ্বকাপ ক্রিকেট + ১জিবি ডাটা নিতে: <URL>,S2_FakePromo,banglabarta
কেমন আছো তুমি? <DATE_TIME> ঠিক আছি। তুমি কি নতুন করে?,L0_Ham,banglabarta
নতুন সিজনে সব পোশাকে ২৫% ডিসকাউন্ট। আজই শপিং করুন।,S2_FakePromo,banglabarta
"৳৫০ ক্যাশব্যাকে প্রো-লেভেল ডাটা ডিল ৫০জিবি@৳৪৪৮,৩০দিন <URL>",S2_FakePromo,banglabarta
তুমি কি সমুদ্রে যাচ্ছো?,L0_Ham,banglabarta
<PHONE_NUMBER> নাম্বারে কল করুন।,L0_Ham,banglabarta
বোনাস সহ ২জিবি-৩৫টাকা-৭দিন। ডায়াল *১২১*৫০৩৭# বা <PERSON>,S2_FakePromo,banglabarta
অ্যাপল আইফোন ১৩ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: <PHONE_NUMBER>,S3_LotteryPrize,banglabarta
তোমার পরিশ্রম সার্থক হবে।,L0_Ham,banglabarta
অ্যাপল আইফোন ১৫ জিতেছেন! ডেলিভারি নিশ্চিত করতে কল করুন: <PHONE_NUMBER>,S3_LotteryPrize,banglabarta
"এটা রাকিবের নাম্বার, <DATE_TIME> কল দিস।",L0_Ham,banglabarta
"হ্যালো, আপনি কি করছেন?",L0_Ham,banglabarta
সিস্টেমের মান উন্নয়নের জন্য ১১মে রাত ১১:৫৯ থেকে ১২মে সকাল ৮টা পর্যন্ত ফ্লেক্সিলোডের মাধ্যমে মোবাইল রিচার্জ বন্ধ থাকবে। তবে এই সময় মাইজিপি অ্যাপ বা স্ক্রাচ কার্ড দিয়ে রিচার্জ করা যাবে।,S2_FakePromo,banglabarta
প্রিয় গ্রাহক আপনার নাম্বারের ১০ জিবি ইন্টারনেট এবং ১০০ মিনিট ফ্রি পেতে নিচের লিংকে ক্লিক করুন,S6_PhishingLink,banglabarta
ধন্যবাদ ভাই।,L0_Ham,banglabarta
দয়া <PERSON> ছেলের সমস্যার জন্য তাড়াতাড়ি টাকা পাঠান।,L0_Ham,banglabarta
<PERSON>।,L0_Ham,banglabarta
"“আপনার জীবন, স্বাস্থ্য ও সম্পদের অনাকাঙ্খিত/দুর্ঘটনাজনিত ক্ষতি লাঘবের ব্যবস্থা <LOCATION> বীমা। বীমা <PERSON>, ঝুঁকিমুক্ত থাকুন”-বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ।",S2_FakePromo,banglabarta
তোমার সাহস অসাধারণ।,L0_Ham,banglabarta
"বেশি বেশি আড্ডা+ইন্টারনেটিং,নাও ৫জিবি+১৫০মি@৳১৪৯,৭দিন <URL>",S2_FakePromo,banglabarta
"গ্রামীণফোনের মিনিট অফার এখন আরো আকর্ষণীয়! ২৭ মিনিট ২৪ ঘন্টা, <PERSON> রিচার্জ বা বিকাশ করুন ১৯ টাকা।",S2_FakePromo,banglabarta
আপনার ইমেল ঠিকানাটি যাচাই করতে এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
"হটশট <PERSON> ৳১৮! <PERSON> ২২জিবি@৳১৭৯, ৭দিন: <URL>",S2_FakePromo,banglabarta
"পূর্বাচল সংলগ্ন নাভানা'র ৩,৫ ও ১০ কাঠার প্লট কিনুন – <DATE_TIME>",S2_FakePromo,banglabarta
বাংলাদেশ ব্যাংক অ্যাকাউন্ট ব্লক হয়েছে। পুনরায় চালু করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
সোনালী ব্যাংক থেকে আপনার জন্য জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
আমার নাম্বারে <PHONE_NUMBER> ফ্লেক্সিলোড করে দাও ৫০০ টাকা,L0_Ham,banglabarta
"আকর্ষণীয় চাকরি ও পড়াশোনা, মাসিক বেতন ২ লক্ষ+ এবং দক্ষিণ কোরিয়ায় স্থায়ী বসবাসের সুযোগ।
বিনামূল্যে টিউশন ও থাকার ব্যবস্থা।
যোগাযোগ করুন:
<PHONE_NUMBER>
<PHONE_NUMBER>
<PHONE_NUMBER>
<DATE_TIME>",S4_LoanJob,banglabarta
বিদ্যুতের চালার প্রয়োগ করা হয়।,L0_Ham,banglabarta
"‘করবো বীমা, গড়বো দেশ
স্মার্ট হবে বাংলাদেশ।’ বীমা উন্নয়ন ও নিয়ন্ত্রণ কর্তৃপক্ষ এবং <PERSON> প্রতিষ্ঠান বিভাগ অর্থ মন্ত্রণালয়।",S2_FakePromo,banglabarta
আত্মবিশ্বাস নিয়ে সামনে এগিয়ে যাও।,L0_Ham,banglabarta
"PLC,LIMITED.

প্রিয় আবেদনকারী, অভিনন্দন!

আপনার সিভি নির্বাচিত হয়েছে। পজিশনের নাম - কাস্টমার সার্ভিস/ইউনিট ম্যানেজার (ডেভ..) (<PERSON> / ফুল টাইম)। যদি আপনি কাজটিতে আগ্রহী হন তবে অবশ্যই সিভি এবং পাসপোর্ট সাইজের <DATE_TIME> ছবি নিয়ে আসতে হবে।

কাজের স্থান - আপনি ঢাকা শহরের যেকোনো শাখা অফিস বেছে নিতে পারবেন।

সাক্ষাত্কারের তারিখ - ১৪ নভেম্বর ২০২৩ (১০.০০am - ০৪.০০pm)

যোগাযোগের ঠিকানা - ১৬৬, দিলকুশা, মতিঝিল, ঢাকা ১০০০।

বিস্তারিত জানার জন্য কল করুন: <PHONE_NUMBER>",S3_LotteryPrize,banglabarta
সীমিত সময়ের অফার! ৪০জিবি (বোনাসসহ) ৫০০টাকা <PERSON> *১২১*৫০৪৯# বা <PERSON>,S2_FakePromo,banglabarta
"হ্যালো, কেমন আছেন?",L0_Ham,banglabarta
"<PERSON> ইনকাম করতে চাইলে লিংকে ক্লিক করুন
<URL>",S6_PhishingLink,banglabarta
বিকাশ অ্যাপে skitto deals এ ৩০টাকা পর্যন্ত <NRP> <URL>,S2_FakePromo,banglabarta
আপনার ইন্টারনেট সংযোগ পুনরায় চালু করতে কল করুন <PHONE_NUMBER>,L0_Ham,banglabarta
কেমন যেন তোমার সময় কাটছে?,L0_Ham,banglabarta
শুভ পোহেলা বৈশাখ!,L0_Ham,banglabarta
এই <LOCATION> কেটে যাবে।,L0_Ham,banglabarta
"""মেঘের রঙের জন্য স্বাগতম! <NRP> আপনার ঘরবসতি সাজিয়ে নেই সহজ কিস্তিতে। অনলাইন অর্ডার দিন এবং সম্ভবত এই মাসের মধ্যে পাওয়ার সুযোগ নিন - <PHONE_NUMBER>""",L0_Ham,banglabarta
"সবকিছু ঠিকঠাক হবে, চিন্তা কোরো না।",L0_Ham,banglabarta
<DATE_TIME> নাম্বারে কল করুন।,L0_Ham,banglabarta
শুভ হোলি!,L0_Ham,banglabarta
তোমার কি বাস্তব ভালো লাগছে? আমি আমার বাসায় অল্প সময় দেওয়া ভালো লাগে।,L0_Ham,banglabarta
বাংলাদেশ ব্যাংক অ্যাকাউন্টে ত্রুটি <PERSON>। কল করুন: <PHONE_NUMBER>,L0_Ham,banglabarta
বিকাশ আ্যপ থেকে নাও তোমার পছন্দের স্কিটো প্যাকস এখনই: <URL>,S2_FakePromo,banglabarta
"প্রিয় আবেদনকারী, মঙ্গল <DATE_TIME> তারিখে সকাল 9 টায় @1ম তলায় কেন্দ্র শত্রু নেতৃত্বের সাথে একটি ইন্টার-ভিউয়ের জন্য আপনাকে বাছাই করা হয়েছে। অনুসন্ধানের জন্য অনুগ্রহ করে যোগাযোগ করুন: <PHONE_NUMBER>",L0_Ham,banglabarta
নতুন মেনুতে ১০% ছাড়! আজই আমাদের রেস্তোরাঁয় <NRP>।,S2_FakePromo,banglabarta
<PHONE_NUMBER> আমার এই নাম্বারে টাকা পাঠা,L0_Ham,banglabarta
খালার বিল তা দিলে উপকার হইতো দিতে পারতেছিনা <LOCATION> সাহায্য করো খালার বিল তা দিয়া দেই,L0_Ham,banglabarta
"৳১০০ ক্যাশব্যাক!৩০জিবি+৫০০মি. @৳৩৯৯,৩০দিন: <URL>",S2_FakePromo,banglabarta
কেমন আছেন?,L0_Ham,banglabarta
আপনি কী করছেন?,L0_Ham,banglabarta
না বললে জানতামই না,L0_Ham,banglabarta
"হাই, আমি এখানে।",L0_Ham,banglabarta
"আমার ২০০ জন লোকের প্রয়োজন আছে, কোনো অডফি <LOCATION> হবে না, বিনামূল্যে বিনিয়োগ না করে কাজ করতে চাইলে আমাকে ইনবক্স করুন।<URL>",S6_PhishingLink,banglabarta
"<URL>
দিনে 200 থেকে 300 টাকা ইনকাম করতে চাইলে এই লিংকে ক্লিক করুন",S6_PhishingLink,banglabarta
বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
ফ্ল্যাশ বিক্রয়! পরবর্তী 24 ঘন্টার জন্য Daraz-এ 70% পর্যন্ত ছাড় পান। আপনার ডিসকাউন্ট দাবি করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
আপনি কি করছেন?,L0_Ham,banglabarta
"তুমি অসাধারণ, <LOCATION> উপর বিশ্বাস রাখো।",L0_Ham,banglabarta
“০৫ মে আন্তর্জাতিক মিডওয়াইফ দিবস। এবারের প্রতিপাদ্য-তথ্য থেকে বাস্তবেঃ সকল মিডওয়াইফ এক সাথে।”,S2_FakePromo,banglabarta
আপনার ব্যাংক অ্যাকাউন্টে লগইন সমস্যা হচ্ছে? এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
"আমি ভালো আছি, আপনি কেমন আছেন?",L0_Ham,banglabarta
"ক্যাসিনোতে বাজি ধরুন <DATE_TIME>,০০০ টাকা <NRP> জিতুন! শুরু করুন: <URL>",S6_PhishingLink,banglabarta
"১০০৳ <PERSON> ৩১জিবি+৪৫০মি.@৩৯৯৳,৩০দিন, নিয়ে নাও: <URL>",S2_FakePromo,banglabarta
আপনার ক্রেডিট কার্ডটি অবিলম্বে আপডেট করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
শুভ অসুস্থ্য দিনের শুভেচ্ছা!,L0_Ham,banglabarta
"<PERSON> যা করতে পারো, তা অসাধারণ।",L0_Ham,banglabarta
কি করবে আমার সাথে বলো। <DATE_TIME> তোমার সাথে হাঁটতে চাই।,L0_Ham,banglabarta
"আপনার BDT 5,000 গিফট কার্ড Aarong থেকে দাবি করুন। <PERSON> <URL> ভিজিট করুন।",S6_PhishingLink,banglabarta
ধোনির হাতে কি উঠবে ট্রফি? দেখুন আইপিএল ফাইনাল <URL>,S2_FakePromo,banglabarta
তুমি কি জিমে যাচ্ছো?,L0_Ham,banglabarta
আপনার ক্রেডিট কার্ডের বিল পেমেন্ট মিস হয়েছে। এখানে ক্লিক করে পেমেন্ট করুন: <URL>,S6_PhishingLink,banglabarta
"৳৩৯৯ তে ৳৪৯৯ এর অফার! নাও ৩১জিবি+৪৫০মি., ৩০দিন: <URL>",S2_FakePromo,banglabarta
"প্রো-লেভেল ইন্টারনেটিংয়ে পকেট সেভিং- ৩জিবি@৳৯৮,৭ দিন <URL>",S2_FakePromo,banglabarta
"<PERSON>, তুমি পারবে।",L0_Ham,banglabarta
"আমার একাউন্টে ৫০ হাজার টাকা আছে , এই ০১৭৩৮৮৩৮৮৪ নাম্বারে খোলা দেখো চ্যাক করে।",L0_Ham,banglabarta
বিটকয়েন নিয়ে বিশেষ অফার! <PERSON>,S2_FakePromo,banglabarta
কোথায় যাচ্ছো?,L0_Ham,banglabarta
আজ কি সিনেমা দেখবে?,L0_Ham,banglabarta
বাংলাদেশ ব্যাংক থেকে জরুরি বার্তা। কল করুন: <PHONE_NUMBER>,L0_Ham,banglabarta
আপনি কেমন আছেন?,L0_Ham,banglabarta
শাকিবের সই করা গ্লাভস জিততে আইপিএলে বাজি ধরুন। <PERSON> করুন: <URL>,S6_PhishingLink,banglabarta
"২,<DATE_TIME>,<DATE_TIME> বিনিয়োগে ৪,<DATE_TIME>,০০০ টাকা অর্জন করুন! কল করুন: <PHONE_NUMBER>",L0_Ham,banglabarta
"“স্বাস্থ্য, পুষ্টি ও সমৃদ্ধি চাই, নিরাপদ খাদ্যের বিকল্প নাই”। ০২ ফেব্রুয়ারি <DATE_TIME> খাদ্য দিবস ২০২৪ সফল <LOCATION>। বাংলাদেশ নিরাপদ খাদ্য কর্তৃপক্ষ, খাদ্য মন্ত্রণালয়।",S2_FakePromo,banglabarta
তোমার দিন কেমন কাটছে?,L0_Ham,banglabarta
"ডাবলসেঞ্চুরি ক্যাশব্যাক ৳২০০!৬১জিবি+১০০০মি@৳৬৯৯,৩০দিন <URL>",S2_FakePromo,banglabarta
"হাই প্রিয়, আপনি বাড়ি থেকে কাজ করে প্রতিদিন ২০০০ টাকা উপার্জন করতে পারেন। এই <LOCATION>, ক্লিক করুন: <URL>",S6_PhishingLink,banglabarta
আপনার অ্যাকাউন্ট সুরক্ষার জন্য এখানে লগইন করুন: [<URL>,S6_PhishingLink,banglabarta
শুভ রমজানের <NRP> মাস!,L0_Ham,banglabarta
নতুন মোবাইল কিনুন এবং ১০০০ টাকা <NRP> পান! আজই ট্রেড ইন করুন।,S2_FakePromo,banglabarta
সোনালী ব্যাংক অ্যাকাউন্টে ৫০০০ টাকা জমা হয়েছে। নিশ্চিত করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
"ফ্রি ইনকাম করতে চাইলে নিচের লিংকে ক্লিক করুন ।প্রতিদিন 1000-1500 টাকা ইনকাম । প্রতি <DATE_TIME> ।
<URL>",S6_PhishingLink,banglabarta
জরুরি ভিত্তিতে <DATE_TIME> নাম্বারে টাকা পাঠান।,L0_Ham,banglabarta
তোমার কাজ কেমন চলছে?,L0_Ham,banglabarta
"আপনার প্যাকেজের ডেলিভারি আজ হবে, <DATE_TIME> এই নাম্বারে কল করুন আরও তথ্যের জন্য।",L0_Ham,banglabarta
কেমন আছো আপনি?,L0_Ham,banglabarta
কেমন আছো?,L0_Ham,banglabarta
"নির্বাচনি আচরণবিধি মেনে চলুন, 
সুষ্ঠু ও অবাধ নির্বাচনে সহায়তা করুন
- বাংলাদেশ নির্বাচন কমিশন",S2_FakePromo,banglabarta
আপনার পাসওয়ার্ডটি অবিলম্বে রিসেট করুন। এখানে ক্লিক করুন: [<URL>,S6_PhishingLink,banglabarta
অফারের ছড়াছড়ি! <PERSON> ২০% ছাড়ে আপনার পছন্দের পোশাক। শুধু আজকের জন্য!,S2_FakePromo,banglabarta
আপনি কি চিন্তা করছেন?,L0_Ham,banglabarta
"<PHONE_NUMBER> এই <LOCATION> বিকাশ করুন, দ্রুত।",L0_Ham,banglabarta
স্পেশাল ডিসকাউন্ট: সব ল্যাপটপে ৫% ছাড়। সীমিত স্টক।,S2_FakePromo,banglabarta
৮.২০০ বিনামূল্যে বোনাস! ৮.৫০০০ জেতার সুযোগ। <URL>,S6_PhishingLink,banglabarta
তুমি <DATE_TIME>?,L0_Ham,banglabarta
বোনাস সহ ৮জিবি-১২০টাকা-৩০দিন। নিতে ডায়াল *১২১*৫০৭২# বা <LOCATION>,S2_FakePromo,banglabarta
কি খবর তোমার?,L0_Ham,banglabarta
কঠোর পরিশ্রমই সাফল্যের পথ।,L0_Ham,banglabarta
"২,০০০ টাকা বিনিয়োগ করুন এবং ৫ মিনিটে ৪,০০০ টাকা পান! কল করুন: <PHONE_NUMBER>",L0_Ham,banglabarta
<PHONE_NUMBER> এই নাম্বারে রকেটে ২০০ টাকা পাঠান।,L0_Ham,banglabarta
"৪০৳ ক্যাশব্যাক! ৪৬জিবি@৪৫৮৳, ৩০দিন, <PERSON> নাও এখনই: <URL>",S2_FakePromo,banglabarta
শুভ অক্টোবর!,L0_Ham,banglabarta
সোনালী ব্যাংক অ্যাকাউন্ট আপডেট করতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
আপনার ছেলে সমস্যায় আছে জলদি টাকা পাঠান এই নাম্বারে,L0_Ham,banglabarta
সোনালী ব্যাংক অ্যাকাউন্টে ত্রুটি দেখা দিয়েছে। জরুরি ভিত্তিতে বিস্তারিত জানতে এখানে ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
<DATE_TIME> এই বছরে অনেক বই পড়তে চাই।,L0_Ham,banglabarta
আমি একটি বিশেষ লোক হিসাবে পরিচিত করে এটি একটি মহান এবং ব্যাপারটির মধ্যে একটি সাথে একটি সমাধান দেওয়া হয়।,L0_Ham,banglabarta
প্রতিদিন ২০০-৩০০ টাকা ইনকাম করার সহজ উপায়! ক্লিক করুন: <URL>,S6_PhishingLink,banglabarta
"৳২৫ ক্যাশব্যাকে এবার আরো বেশি ডাটা ৫০জিবি@৳৪৭৩,৩০দিন <URL>",S2_FakePromo,banglabarta
